id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
1111,14354,2025-09-03,,nan,monto_siniestro_no_valido
1112,16501,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1113,24868,,6794.36,nan,fecha_nula_o_invalida
1114,17658,2025-06-09,,nan,monto_siniestro_no_valido
1115,2855,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1116,15493,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1117,21480,2025-05-05,,Cerrado,monto_siniestro_no_valido
1118,23771,,8827.3,nan,fecha_nula_o_invalida
1119,24714,,11083.46,Rechazado,fecha_nula_o_invalida
1120,13861,,11213.71,nan,fecha_nula_o_invalida
1121,20858,,795.7,Cerrado,fecha_nula_o_invalida
1122,12929,,3493.27,Abierto,fecha_nula_o_invalida
1123,6641,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1125,25600,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1126,3841,2025-05-28,,Cerrado,monto_siniestro_no_valido
1127,10355,2025-02-15,,Rechazado,monto_siniestro_no_valido
1128,14020,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1129,9207,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1131,19776,,749.79,Abierto,fecha_nula_o_invalida
1132,23813,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1133,16811,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1134,5072,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1135,15345,2025-05-17,,Cerrado,monto_siniestro_no_valido
1136,11801,,5310.68,nan,fecha_nula_o_invalida
1137,1806,2025-09-09,,Abierto,monto_siniestro_no_valido
1138,17240,2025-08-08,,Cerrado,monto_siniestro_no_valido
1140,23028,,6684.61,Cerrado,fecha_nula_o_invalida
1141,7917,,4405.51,Cerrado,fecha_nula_o_invalida
1143,3121,2025-03-12,,Cerrado,monto_siniestro_no_valido
1144,17946,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1145,2981,,1217.23,Abierto,fecha_nula_o_invalida
1147,20793,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1149,19340,,14517.55,Cerrado,fecha_nula_o_invalida
1150,23730,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1152,7979,2025-07-12,,Rechazado,monto_siniestro_no_valido
1154,11248,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1155,1189,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1156,15020,2025-09-24,,Cerrado,monto_siniestro_no_valido
1157,11302,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1158,4891,,2632.99,Rechazado,fecha_nula_o_invalida
1159,6964,,14016.53,Abierto,fecha_nula_o_invalida
1160,1948,2026-01-23,,nan,monto_siniestro_no_valido
1161,21907,,530.88,Cerrado,fecha_nula_o_invalida
1162,12743,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1163,10671,,9755.75,nan,fecha_nula_o_invalida
1164,23556,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1165,9198,2025-03-14,,Cerrado,monto_siniestro_no_valido
1166,24114,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1167,286,,8397.54,Cerrado,fecha_nula_o_invalida
1168,19075,2025-04-30,,Abierto,monto_siniestro_no_valido
1169,11760,,3075.23,Cerrado,fecha_nula_o_invalida
1171,6309,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1172,10330,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1173,24937,,10267.29,Cerrado,fecha_nula_o_invalida
1174,13,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1175,14609,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1176,4604,,768.24,nan,fecha_nula_o_invalida
1177,20034,,1063.96,Abierto,fecha_nula_o_invalida
1178,453,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1180,19288,,1147.2,Cerrado,fecha_nula_o_invalida
1181,801,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1182,24739,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1183,5467,2026-01-28,,Abierto,monto_siniestro_no_valido
1184,15381,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1185,15619,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1186,11436,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1187,20954,,4227.36,nan,fecha_nula_o_invalida
1188,11278,,9954.49,Cerrado,fecha_nula_o_invalida
1189,13758,,7538.65,Cerrado,fecha_nula_o_invalida
1190,2561,,9708.16,nan,fecha_nula_o_invalida
1191,24567,,8626.26,nan,fecha_nula_o_invalida
1192,8295,2025-06-15,,Rechazado,monto_siniestro_no_valido
1194,12360,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1195,1088,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1196,10349,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1197,22770,2025-12-02,,Abierto,monto_siniestro_no_valido
1198,1007,2025-03-20,,Cerrado,monto_siniestro_no_valido
1199,7316,2025-10-17,,Cerrado,monto_siniestro_no_valido
1200,14387,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1201,10811,2025-12-01,,Abierto,monto_siniestro_no_valido
1202,15557,,11977.15,Abierto,fecha_nula_o_invalida
1203,20049,2025-04-15,,Abierto,monto_siniestro_no_valido
1204,10792,,2449.52,nan,fecha_nula_o_invalida
1205,2785,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1206,15823,,9814.88,Cerrado,fecha_nula_o_invalida
1207,1951,2025-10-05,,Abierto,monto_siniestro_no_valido
1208,12085,2025-03-06,,nan,monto_siniestro_no_valido
1209,20312,2025-05-29,,Rechazado,monto_siniestro_no_valido
1210,24186,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1211,23782,2025-12-23,,Rechazado,monto_siniestro_no_valido
1212,18598,,5927.99,nan,fecha_nula_o_invalida
1213,17164,2025-11-14,,nan,monto_siniestro_no_valido
1214,4547,2025-03-08,,nan,monto_siniestro_no_valido
1215,10385,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1217,1757,,13977.45,Cerrado,fecha_nula_o_invalida
1218,13968,,5718.28,Cerrado,fecha_nula_o_invalida
1219,12303,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1220,11652,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1221,8298,2026-01-19,,Abierto,monto_siniestro_no_valido
1222,4761,2025-08-16,,nan,monto_siniestro_no_valido
1223,8808,,5726.65,Abierto,fecha_nula_o_invalida
1224,12468,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1225,23885,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1226,4251,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1227,25832,2025-10-03,,nan,monto_siniestro_no_valido
1229,405,,2902.16,nan,fecha_nula_o_invalida
1230,10348,2025-05-04,,nan,monto_siniestro_no_valido
1231,21623,2025-10-10,,Abierto,monto_siniestro_no_valido
1232,13777,2025-05-28,,Cerrado,monto_siniestro_no_valido
1233,19055,,493.42,Rechazado,fecha_nula_o_invalida
1234,18450,,9867.5,Cerrado,fecha_nula_o_invalida
1235,8554,,9417.71,Abierto,fecha_nula_o_invalida
1236,18995,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1237,19508,2025-12-02,,Abierto,monto_siniestro_no_valido
1238,9697,,1040.72,Cerrado,fecha_nula_o_invalida
1239,21836,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1241,21089,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1242,16772,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1243,7188,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1244,12283,,7946.62,Abierto,fecha_nula_o_invalida
1245,9315,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1246,22854,,2984.77,Cerrado,fecha_nula_o_invalida
1247,16943,2026-01-20,,nan,monto_siniestro_no_valido
1248,23191,2025-01-21,,Cerrado,monto_siniestro_no_valido
1249,20643,,6978.95,Cerrado,fecha_nula_o_invalida
1250,639,,10710.26,nan,fecha_nula_o_invalida
1251,5220,2025-02-20,,nan,monto_siniestro_no_valido
1252,22472,,2721.9,Cerrado,fecha_nula_o_invalida
1253,8538,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1254,20454,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1255,5220,,115.46,Rechazado,fecha_nula_o_invalida
1257,5501,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1258,16974,,3290.95,Abierto,fecha_nula_o_invalida
1259,3187,2025-08-27,,Rechazado,monto_siniestro_no_valido
1260,19935,,11443.65,nan,fecha_nula_o_invalida
1261,10131,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1262,25653,,5950.12,Rechazado,fecha_nula_o_invalida
1263,14945,2025-06-22,,Abierto,monto_siniestro_no_valido
1264,25585,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1265,18782,,6593.27,Rechazado,fecha_nula_o_invalida
1266,9636,2025-09-06,,Cerrado,monto_siniestro_no_valido
1267,6892,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1268,16249,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1269,21082,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1271,2456,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1272,25857,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1273,2951,,10068.99,Abierto,fecha_nula_o_invalida
1275,19288,,2725.82,nan,fecha_nula_o_invalida
1276,280,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1277,20864,,1036.3,nan,fecha_nula_o_invalida
1278,1004,,5515.78,Rechazado,fecha_nula_o_invalida
1279,22809,,11632.79,Abierto,fecha_nula_o_invalida
1280,4880,,4587.25,Cerrado,fecha_nula_o_invalida
1281,9897,,5477.26,Rechazado,fecha_nula_o_invalida
1282,12153,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1283,701,2026-01-26,,Cerrado,monto_siniestro_no_valido
1284,7964,2025-07-12,,Cerrado,monto_siniestro_no_valido
1285,13726,,2496.81,Rechazado,fecha_nula_o_invalida
1286,18053,2025-11-29,,Abierto,monto_siniestro_no_valido
1287,7682,2025-12-13,,Abierto,monto_siniestro_no_valido
1289,17008,2025-06-04,,Abierto,monto_siniestro_no_valido
1290,11498,,6656.02,Abierto,fecha_nula_o_invalida
1291,5882,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1292,11117,2025-03-24,,Abierto,monto_siniestro_no_valido
1293,10643,,303.03,Abierto,fecha_nula_o_invalida
1294,23967,,13944.49,nan,fecha_nula_o_invalida
1295,21960,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1297,3203,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1298,21679,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1300,13633,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1301,4930,,499.17,Rechazado,fecha_nula_o_invalida
1303,264,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1304,17185,2025-01-29,,Cerrado,monto_siniestro_no_valido
1306,3099,,7877.21,nan,fecha_nula_o_invalida
1307,17248,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1308,20819,,12807.83,nan,fecha_nula_o_invalida
1309,14353,2025-07-31,,Abierto,monto_siniestro_no_valido
1311,2315,,14201.32,nan,fecha_nula_o_invalida
1312,2189,,14191.56,Abierto,fecha_nula_o_invalida
1313,10802,2025-09-26,,Rechazado,monto_siniestro_no_valido
1315,13728,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1316,12800,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1317,19371,2026-02-17,,Cerrado,monto_siniestro_no_valido
1319,5559,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1320,4918,2025-03-16,,nan,monto_siniestro_no_valido
1321,5808,,13056.06,Cerrado,fecha_nula_o_invalida
1322,7393,2025-05-19,,nan,monto_siniestro_no_valido
1324,16939,,10120.18,Cerrado,fecha_nula_o_invalida
1325,6766,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1326,21581,,13247.47,nan,fecha_nula_o_invalida
1328,23471,,5596.99,Abierto,fecha_nula_o_invalida
1329,19205,2025-09-18,,nan,monto_siniestro_no_valido
1330,12750,,8095.69,Abierto,fecha_nula_o_invalida
1331,4675,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1333,4591,,12730.18,Abierto,fecha_nula_o_invalida
1334,7227,,804.95,Cerrado,fecha_nula_o_invalida
1336,21837,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1338,15367,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1339,9171,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1341,23276,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1342,20930,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1343,4046,2025-06-04,,Abierto,monto_siniestro_no_valido
1344,19571,,8283.79,Abierto,fecha_nula_o_invalida
1345,21223,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1346,22227,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1348,5073,2025-06-18,,Abierto,monto_siniestro_no_valido
1350,5092,,500.96,Abierto,fecha_nula_o_invalida
1351,563,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1352,734,,7397.35,Cerrado,fecha_nula_o_invalida
1353,7303,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1355,12151,,4698.5,nan,fecha_nula_o_invalida
1356,23951,,12068.19,Cerrado,fecha_nula_o_invalida
1357,22130,,11891.95,nan,fecha_nula_o_invalida
1358,23652,,5850.34,nan,fecha_nula_o_invalida
1359,14693,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1361,24260,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1362,21685,2025-06-29,,Rechazado,monto_siniestro_no_valido
1363,13954,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1364,13980,,8707.04,nan,fecha_nula_o_invalida
1365,2636,,5232.09,Abierto,fecha_nula_o_invalida
1366,17006,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1367,6415,,2046.86,Cerrado,fecha_nula_o_invalida
1368,8517,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1369,20754,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1370,12779,2026-02-21,,nan,monto_siniestro_no_valido
1371,7640,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1372,22316,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1375,21863,,7731.57,Abierto,fecha_nula_o_invalida
1376,23249,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1378,11583,,658.77,Abierto,fecha_nula_o_invalida
1379,25727,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1380,8316,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1381,10201,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1382,24644,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1384,3654,,8018.27,Cerrado,fecha_nula_o_invalida
1385,9473,2025-10-23,,Cerrado,monto_siniestro_no_valido
1386,15656,,12330.75,Abierto,fecha_nula_o_invalida
1387,11547,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1388,2414,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1389,20596,,14855.63,nan,fecha_nula_o_invalida
1390,24285,,1372.5,Abierto,fecha_nula_o_invalida
1391,14555,2025-04-06,,Rechazado,monto_siniestro_no_valido
1393,4540,,768.87,Rechazado,fecha_nula_o_invalida
1394,21463,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1395,6852,,12344.54,Abierto,fecha_nula_o_invalida
1396,21395,,5952.86,Rechazado,fecha_nula_o_invalida
1398,13443,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1399,3874,2025-07-22,,Abierto,monto_siniestro_no_valido
1400,19676,2025-06-03,,nan,monto_siniestro_no_valido
1401,23112,,4658.41,Abierto,fecha_nula_o_invalida
1402,13617,2025-04-22,,Abierto,monto_siniestro_no_valido
1403,4283,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1404,14776,,13119.37,nan,fecha_nula_o_invalida
1405,8294,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1407,13052,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1409,2869,,1436.35,Abierto,fecha_nula_o_invalida
1410,15619,,509.16,Abierto,fecha_nula_o_invalida
1411,10651,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1412,25836,2025-06-03,,Cerrado,monto_siniestro_no_valido
1413,25745,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1414,25620,2025-05-15,,nan,monto_siniestro_no_valido
1415,9335,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1416,1806,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1417,21070,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1419,22929,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1420,9081,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1421,11500,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1422,11242,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1423,20759,2025-02-12,,Abierto,monto_siniestro_no_valido
1424,21782,2025-07-31,,Rechazado,monto_siniestro_no_valido
1425,3831,,4022.3,Abierto,fecha_nula_o_invalida
1426,15555,,11281.7,Abierto,fecha_nula_o_invalida
1427,9624,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1428,5384,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1429,6094,,5609.24,Abierto,fecha_nula_o_invalida
1430,13806,,4148.18,nan,fecha_nula_o_invalida
1431,9337,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1433,7520,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1434,7243,2026-01-09,,Abierto,monto_siniestro_no_valido
1435,19763,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1436,9916,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1437,11222,2025-11-23,,Rechazado,monto_siniestro_no_valido
1439,9524,,9763.54,Cerrado,fecha_nula_o_invalida
1441,11343,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1442,10386,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1443,3844,,11811.71,Rechazado,fecha_nula_o_invalida
1444,24168,,14088.58,Cerrado,fecha_nula_o_invalida
1445,18385,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1446,24075,2025-05-02,,Cerrado,monto_siniestro_no_valido
1447,21799,2025-09-10,,Abierto,monto_siniestro_no_valido
1450,9478,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1451,6017,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1453,6962,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1454,13894,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1455,6845,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1456,6309,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1457,7235,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1458,2953,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1459,24954,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1460,14525,2025-08-05,,Cerrado,monto_siniestro_no_valido
1461,13174,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1462,19453,,9532.75,nan,fecha_nula_o_invalida
1463,16375,2025-05-04,,nan,monto_siniestro_no_valido
1465,16903,2025-10-13,,Abierto,monto_siniestro_no_valido
1466,24405,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1467,8091,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1468,15318,2025-04-18,,Abierto,monto_siniestro_no_valido
1469,1197,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1470,14357,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1471,11356,,11938.75,nan,fecha_nula_o_invalida
1472,25735,,273.0,Rechazado,fecha_nula_o_invalida
1473,6774,,12349.69,Abierto,fecha_nula_o_invalida
1475,17162,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1476,15429,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1477,1797,,7228.05,Abierto,fecha_nula_o_invalida
1478,17213,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1479,13889,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1480,10246,2026-01-10,,Cerrado,monto_siniestro_no_valido
1481,21619,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1482,12339,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1483,24886,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1484,10128,2026-01-19,,Abierto,monto_siniestro_no_valido
1485,3739,,14002.05,Cerrado,fecha_nula_o_invalida
1486,23140,,2239.16,Abierto,fecha_nula_o_invalida
1487,22507,2025-01-16,,Abierto,monto_siniestro_no_valido
1488,16339,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1489,10152,2025-07-12,,Cerrado,monto_siniestro_no_valido
1490,10919,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1491,19473,,10608.9,Rechazado,fecha_nula_o_invalida
1492,21099,,12954.99,Cerrado,fecha_nula_o_invalida
1496,19417,2025-06-26,,Rechazado,monto_siniestro_no_valido
1498,3723,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1499,1534,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1500,5188,,4021.79,Cerrado,fecha_nula_o_invalida
1502,22109,,7280.03,Cerrado,fecha_nula_o_invalida
1503,582,2025-10-22,,Abierto,monto_siniestro_no_valido
1504,34,2026-01-27,,Rechazado,monto_siniestro_no_valido
1506,3340,2025-07-18,,Abierto,monto_siniestro_no_valido
1507,5010,,5191.04,Abierto,fecha_nula_o_invalida
1508,23922,2025-10-05,,Cerrado,monto_siniestro_no_valido
1509,7610,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1511,7607,,-13471.35,Rechazado,"fecha_nula_o_invalida,monto_siniestro_invalido"
1513,22963,2026-02-18,,Abierto,monto_siniestro_no_valido
1514,25692,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1515,17258,,4635.56,Rechazado,fecha_nula_o_invalida
1516,13612,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1517,6321,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1519,2732,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1520,19601,,2751.89,nan,fecha_nula_o_invalida
1521,17514,,1287.58,nan,fecha_nula_o_invalida
1525,23896,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1526,8984,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1528,24261,,673.3,nan,fecha_nula_o_invalida
1530,5798,,10158.37,Abierto,fecha_nula_o_invalida
1531,6913,,413.69,nan,fecha_nula_o_invalida
1532,3410,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1533,11986,,9924.28,Abierto,fecha_nula_o_invalida
1534,23962,,487.62,nan,fecha_nula_o_invalida
1535,77,,1178.57,Abierto,fecha_nula_o_invalida
1536,12103,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1538,23031,,6244.92,Abierto,fecha_nula_o_invalida
1539,9993,2025-12-22,,Abierto,monto_siniestro_no_valido
1540,19844,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1541,17026,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1542,23386,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1543,2999,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1544,5361,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1545,21286,2025-02-24,,Rechazado,monto_siniestro_no_valido
1546,6982,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1547,2713,2025-03-20,,Cerrado,monto_siniestro_no_valido
1548,6038,,7697.95,nan,fecha_nula_o_invalida
1549,16260,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1550,8469,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1551,24210,,13017.38,nan,fecha_nula_o_invalida
1552,12525,,13068.51,Abierto,fecha_nula_o_invalida
1555,21895,,3573.48,Cerrado,fecha_nula_o_invalida
1556,15290,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1557,2875,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1558,19253,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1559,22819,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1560,17335,,10290.63,Abierto,fecha_nula_o_invalida
1561,11098,2026-01-31,,Cerrado,monto_siniestro_no_valido
1562,18159,2025-04-16,,Rechazado,monto_siniestro_no_valido
1565,8482,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1566,6849,,3892.12,Rechazado,fecha_nula_o_invalida
1568,7268,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1569,12496,2026-02-16,,Abierto,monto_siniestro_no_valido
1570,9794,2025-05-23,,Abierto,monto_siniestro_no_valido
1571,2817,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1572,25506,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1573,18576,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1574,20263,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
1576,11899,2025-09-13,,Rechazado,monto_siniestro_no_valido
1577,20862,,888.16,Rechazado,fecha_nula_o_invalida
1578,11943,,10299.33,nan,fecha_nula_o_invalida
1579,16882,,755.76,Rechazado,fecha_nula_o_invalida
1581,24898,,5976.74,Abierto,fecha_nula_o_invalida
1582,16622,2025-08-09,,nan,monto_siniestro_no_valido
