id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
5091,2025-01-30,1610,80,5,4,,220.4,
5092,,1321,70,11,7,1990.61,241.24,237918.9
5093,2025-08-21,1858,66,10,3,,181.73,
5094,2025-01-29,523,17,14,7,999.09,,
5095,2025-02-18,360,23,6,7,,,190345.33
5096,2025-03-19,327,66,4,6,1225.37,290.99,
5097,2025-09-22,532,29,10,3,1822.55,220.15,
5098,2025-10-07,1506,64,4,6,,,111528.17
5099,2025-01-08,1611,13,2,7,513.29,,
5101,2025-06-04,129,42,7,10,,,
5102,2025-09-24,1277,51,7,4,,,
5103,2025-12-23,1985,47,1,3,,,
5104,2025-08-30,1978,72,4,4,,,
5105,2025-08-21,2994,23,2,2,233.96,,4745.38
5106,,1244,55,9,8,504.97,101.11,
5107,2025-05-10,1900,36,1,2,,85.58,
5108,2025-07-26,2424,8,14,4,,299.09,53478.32
5109,2025-09-26,2888,33,4,9,,117.03,
5110,2025-07-26,22,28,5,7,246.48,,
5111,,2509,25,1,5,201.36,31.05,
5112,2025-10-11,2643,43,1,5,,344.08,
5113,2025-11-25,1882,73,2,5,,,
5114,,2560,30,5,6,560.47,,
5115,2025-06-01,374,60,15,3,135.49,,2819.5
5116,2025-06-01,1700,61,11,12,,287.43,
5117,2025-03-20,267,13,4,3,,28.09,
5120,2025-04-09,354,29,3,3,1425.89,,
5121,2025-11-12,2544,18,14,8,,,
5122,2025-11-08,558,48,7,6,,80.64,
5124,2025-02-22,1035,80,2,12,1831.3,,104802.08
5125,2025-08-01,2496,42,12,5,,,63185.26
5126,2025-05-21,923,14,6,8,936.37,,
5127,2025-01-09,1368,80,4,12,1529.49,382.14,
5128,,1963,14,7,11,,,84896.86
5129,2025-03-08,491,5,6,9,1962.97,,
5130,2026-01-26,868,66,15,6,,103.85,
5131,2025-12-27,503,57,3,2,1224.42,,
5133,2025-02-22,1223,48,10,12,222.31,38.37,
5134,2025-12-08,1681,76,15,2,,21.79,5150.37
5136,2025-06-19,556,67,12,4,,,194112.26
5138,,2389,20,10,7,,59.84,
5139,2026-02-06,2326,34,2,3,,,145284.74
5140,2025-05-06,840,2,10,9,,,
5144,2025-08-31,172,8,15,11,1214.69,,
5145,,1425,56,2,4,,,42511.76
5146,2026-02-18,1407,16,13,4,,,
5147,2025-11-06,1624,38,2,7,,174.94,
5148,2025-05-21,3506,30,9,11,52.39,,3907.45
5149,2025-07-27,2123,77,15,3,,152.17,
5150,2025-09-04,1579,55,2,10,,20.93,42408.22
5151,2025-11-24,693,27,8,3,232.26,52.2,
5152,2025-12-04,918,78,3,11,,290.76,244307.86
5153,2025-05-02,574,80,10,2,,265.26,
5154,2025-07-14,1580,74,10,10,,361.03,209985.36
5155,2025-07-23,2865,62,4,1,,108.71,79187.21
5156,2025-06-02,2660,68,6,10,,,
5157,2025-04-11,2411,58,7,8,1860.83,423.52,
5158,2025-10-07,1897,62,8,4,,,
5160,2026-02-13,2364,56,15,5,1870.04,,313720.15
5161,2025-06-11,2583,25,8,11,,88.61,44499.97
5162,2025-04-17,2036,70,7,4,,,185250.61
5163,2025-03-01,1131,30,4,8,902.93,,109962.33
5164,2025-03-24,2799,31,10,8,,,206805.25
5165,2025-08-19,1500,31,4,5,1599.56,,
5166,2025-08-17,1697,4,14,11,,140.74,
5167,2026-02-19,834,61,15,12,,,
5168,2025-10-19,2407,43,3,11,,326.43,
5169,2025-08-29,1080,52,14,7,558.34,,80337.0
5170,2026-02-15,1423,61,6,10,1560.12,259.99,
5171,2026-06-01,458,13,6,4,,220.67,
5172,2025-05-15,1564,46,10,5,,11.29,
5173,2025-01-31,691,21,8,2,,,97169.78
5174,2025-09-25,2589,49,3,10,,206.07,48988.52
5175,2025-03-22,2467,61,1,3,,,
5176,2026-01-04,2204,57,5,8,,134.11,
5177,2026-01-14,587,59,14,11,227.06,,15318.3
5178,2025-03-22,142,33,1,12,,195.54,
5179,2025-02-22,2522,34,2,2,,22.02,17187.12
5181,2025-07-07,1033,35,12,2,1644.06,,103966.81
5182,2025-05-02,2315,77,3,2,316.04,48.36,
5183,2025-01-10,387,6,14,4,,69.7,
5184,2025-04-30,2825,52,5,12,,21.82,
5185,2025-01-18,2302,34,1,8,,179.68,
5187,2025-06-24,1171,66,13,3,,,
5188,2026-01-26,236,69,14,12,,83.33,
5189,2025-10-19,2399,68,9,6,950.47,,
5190,2025-01-14,1501,36,6,7,1116.22,,
5191,2025-09-20,2777,65,3,10,,91.38,
5192,2025-12-06,1210,12,8,11,,363.66,
5193,2025-03-29,1152,47,1,12,1381.0,280.18,
5195,,744,55,4,3,926.06,151.34,41334.05
5196,,710,7,1,9,304.67,69.68,
5197,2025-10-05,356,32,7,1,1308.23,223.06,
5198,,2032,20,12,12,974.67,,
5199,2025-09-22,1398,7,11,1,,,234341.71
5201,2025-10-18,1925,67,9,8,,129.39,63034.37
5202,2025-04-23,2652,76,6,4,1347.85,265.08,
5203,2025-06-11,2339,71,10,6,1246.38,,58911.27
5204,2025-01-06,718,80,12,10,,227.19,
5205,2025-09-20,1429,64,14,1,,444.4,
5206,,269,71,14,2,613.26,,75032.23
5207,2025-01-29,872,60,8,4,,,45672.79
5208,2025-05-24,1746,74,6,10,894.24,88.75,
5209,2025-09-10,913,3,11,3,,107.04,
5210,2025-09-14,2345,4,3,3,,,
5211,2025-12-08,124,70,5,5,,34.66,34193.83
5213,2026-01-20,1361,59,10,3,995.6,155.62,
5215,2026-12-02,2610,5,14,7,,179.32,
5216,2025-06-23,501,22,12,9,,285.49,
5217,2025-09-15,2682,17,5,9,,70.48,
5218,,2749,14,14,11,,136.64,50065.6
5219,2025-06-29,270,63,8,9,1727.82,386.07,
5220,2025-11-02,1300,64,15,1,410.06,62.1,
5221,2025-10-24,2507,19,1,2,901.93,64.12,
5222,2026-01-06,2855,17,4,3,,,104017.19
5223,2025-08-03,1534,35,9,3,1593.62,,277758.46
5224,2025-01-31,945,2,2,12,1310.67,322.61,
5225,2025-11-07,1410,63,12,7,,258.11,
5226,2025-04-28,95,24,13,8,,,398122.11
5227,2025-03-30,2930,44,14,10,231.79,,
5228,2025-08-07,358,50,12,10,,,
5230,2025-09-10,243,29,1,6,,,
5231,2025-03-17,729,7,4,5,-1792.24,387.81,
5232,,1429,49,9,12,,196.64,
5233,2025-06-07,2571,25,10,3,,228.17,
5235,2025-11-25,985,61,15,9,1261.07,,34303.93
5236,2025-03-05,1152,78,9,3,,,
5237,2025-11-12,3525,78,14,11,,150.97,
5239,2025-09-03,35,16,8,8,165.09,25.11,
5240,2025-02-12,2421,59,3,8,,141.74,75858.85
5241,2025-02-04,2515,29,4,5,1934.05,,115892.26
5243,2025-08-15,1050,49,9,12,,,
5244,2026-01-12,241,53,3,7,,,299110.99
5245,2025-07-23,2541,53,15,3,738.16,,105128.03
5246,2025-04-27,615,4,14,6,,,86080.47
5247,2025-09-22,883,4,3,12,1293.7,306.29,
5248,,2118,71,4,4,476.93,113.6,85324.69
5249,2025-08-15,2897,44,14,9,101.87,8.35,
5251,2025-11-21,60,3,3,7,,159.51,74744.86
5252,2025-04-12,2143,51,13,11,1162.49,72.42,
5253,2025-02-17,1041,42,2,1,670.23,,
5254,2025-05-15,2241,3,14,2,,,68668.83
5255,2025-07-09,2244,6,11,9,,18.89,22699.79
5257,2025-05-27,2482,31,2,6,429.05,,
5258,2025-11-18,2081,42,15,6,,,
5259,2026-09-01,627,69,2,11,,90.54,81817.05
5260,2025-08-18,2570,78,1,12,,,110251.66
5261,2025-03-28,2661,1,7,1,1311.19,,45193.9
5262,2025-06-16,2732,26,3,12,324.79,41.26,
5263,2025-08-24,717,33,15,6,,83.8,
5265,2026-02-03,2250,37,14,8,1845.28,,139855.03
5266,,1630,35,6,4,,,
5268,,1844,76,4,5,,122.54,
5269,2025-03-11,990,50,2,11,,292.3,153652.85
5270,2025-05-28,1259,43,4,11,,169.31,81305.06
5271,2025-01-14,2626,21,8,4,1619.73,,
5273,2025-10-27,2292,58,11,11,,47.19,
5274,2025-11-06,2477,22,3,12,,269.54,47824.57
5275,2025-05-20,1981,2,11,6,1729.08,,317441.55
5276,2025-07-07,2204,36,8,6,228.14,,9933.94
5277,2025-02-21,1667,22,7,6,1416.26,207.25,
5279,2026-01-14,1824,50,13,7,792.37,,
5280,2025-03-07,1066,35,9,9,130.74,28.52,
5281,2025-09-04,809,48,1,5,,283.63,
5282,2025-07-29,194,48,7,2,,,
5283,2025-09-06,628,43,1,9,,,
5284,2025-10-03,51,64,10,9,593.46,,61736.38
5285,2025-09-02,945,77,4,2,862.17,122.22,
5286,2025-10-21,364,65,12,3,1868.17,382.33,
5287,2025-01-12,377,74,11,10,,121.67,65495.31
5288,2025-11-08,730,54,2,11,,398.65,214248.64
5289,,201,79,5,3,,36.41,54039.07
5290,2025-11-14,2236,49,2,10,,458.66,223043.22
5291,2026-02-19,1981,80,1,6,681.38,,
5292,2025-09-07,1075,32,4,4,,,108129.28
5293,2025-05-05,2947,24,14,7,1646.48,,277156.11
5295,,1409,70,13,1,500.68,122.5,
5296,2025-04-15,1174,12,5,4,337.29,40.2,
5297,2025-06-10,962,30,8,10,,,
5299,2025-08-10,324,23,13,10,,,
5300,2025-03-13,663,22,14,12,1346.62,334.22,
5301,2025-11-01,896,38,8,3,,57.14,
5303,2025-11-13,2287,48,14,1,,46.46,
5304,2025-07-01,1206,64,5,7,,158.93,179161.89
5305,2025-06-09,564,66,11,9,448.02,37.72,
5306,,708,67,15,10,,87.45,
5307,2026-01-02,1711,3,14,2,,224.36,
5308,2025-04-30,1723,15,11,12,,,
5310,2026-01-31,2103,43,2,11,,,
5311,2025-05-07,1976,39,15,9,,51.58,
5312,2025-09-22,1794,31,1,8,1932.56,,
5313,2025-12-26,128,43,15,8,884.93,188.79,
5315,2025-09-05,1530,27,10,4,1166.11,61.67,
5317,2025-11-18,219,60,9,9,,,134522.35
5319,2026-07-01,132,36,9,7,,274.62,123258.51
5320,2026-02-10,2524,34,8,9,682.96,111.73,
5321,2025-02-24,1803,25,7,2,,141.38,
5322,2025-10-20,3000,57,10,6,1901.95,433.89,
5323,2025-05-26,964,1,14,1,665.37,59.47,
5324,2025-09-15,917,6,4,8,708.57,,54270.67
5325,2025-04-19,1842,23,3,10,,18.84,
5326,2025-11-27,603,68,14,10,1854.33,,219116.93
5327,2025-07-10,1197,4,2,8,400.02,37.46,
5329,,2625,55,2,11,,228.1,
5330,,1037,48,15,7,952.39,69.24,21551.3
5331,,2539,3,8,1,,301.85,
5332,2025-04-08,371,3,9,3,-1085.3,,
5333,2025-05-11,1413,4,12,4,1161.69,,53589.53
5334,,400,26,13,12,393.32,93.08,50398.14
5335,2026-01-20,1637,7,13,5,1496.07,267.18,
5336,2025-04-24,2502,39,15,5,709.61,42.05,
5337,2025-02-20,2478,33,3,9,,267.99,214068.83
5338,2025-05-22,2651,79,8,8,,123.01,34516.38
5339,2025-07-22,2551,18,3,8,,,
5340,2025-08-14,2780,14,7,1,,228.29,176765.63
5341,2025-10-01,1296,76,6,10,1793.97,346.3,
5342,2025-01-10,944,3,6,12,,,279972.6
5343,2026-01-18,2499,62,8,1,,37.52,
5344,2025-07-01,2139,2,2,1,152.89,,26817.76
5345,2025-07-07,2378,46,11,8,,373.01,
5346,2025-08-30,389,20,11,9,,203.65,
5347,2025-12-29,2403,11,8,8,454.7,,
5348,2025-01-09,287,36,6,11,,,
5350,,1244,55,13,5,,,317854.15
5353,2026-10-01,2807,72,7,5,,52.34,58124.73
5354,2025-04-24,155,39,5,2,,,192889.5
5355,2025-11-26,2976,13,1,4,784.45,,
5356,,164,53,3,10,,188.22,
5357,2025-10-30,2569,15,1,7,,,
5358,2025-08-06,131,69,3,2,,100.01,88197.0
5359,2025-12-26,164,53,4,10,496.97,84.05,
5361,2025-12-27,2618,16,4,2,494.76,49.68,
5363,,194,6,1,8,,64.24,
5364,2025-05-25,1894,33,2,11,,,
5365,2025-01-01,2300,28,8,4,,234.91,
5366,2025-01-21,438,3,1,5,,,
5368,2026-01-25,1791,10,2,12,,,
5369,,2095,71,6,4,,122.61,
5371,2025-02-26,2678,11,2,4,887.67,,
5372,2025-03-10,1373,54,5,10,,247.69,109529.65
5375,2026-01-21,2019,54,4,4,,40.08,
5376,2025-05-28,1170,71,4,1,800.23,,146135.01
5377,2025-09-02,1877,73,3,5,,,69022.54
5378,2025-05-13,2015,74,12,2,,140.74,
5379,2025-06-30,2119,15,9,9,,,
5380,2025-01-27,1387,74,11,2,620.74,129.85,
5381,2025-05-04,1796,40,3,6,,36.58,20133.52
5382,2025-09-26,2903,44,1,10,90.36,,
5383,2025-03-07,2115,16,2,9,,84.56,
5384,,773,52,10,6,,75.93,
5385,2025-11-13,984,4,12,1,770.86,149.97,
5386,2025-05-09,2189,15,15,5,1700.34,,265151.7
5387,2025-08-14,1892,60,13,5,1002.17,,
5388,2025-07-14,686,27,1,9,263.0,54.52,
5390,2025-05-03,563,40,10,11,,,18073.21
5391,2026-02-17,2265,42,1,12,834.41,75.24,
5392,2025-07-24,1187,35,7,8,,217.71,
5393,2025-01-19,666,68,6,4,,,11647.05
5394,2025-07-20,609,80,10,10,,,
5395,2025-07-28,2870,1,5,9,,,109441.32
5396,2025-02-13,181,78,11,10,,392.74,147321.28
5398,2025-10-17,1713,13,2,3,,,50075.07
5399,2025-02-08,2585,60,8,1,923.06,,
5400,2025-03-10,1260,41,14,3,,,
5401,2026-01-10,1715,16,14,9,0.0,129.78,
5402,2025-07-15,2848,18,7,6,,,
5403,2025-01-10,162,9,5,10,,140.37,31709.41
5404,2026-02-13,958,30,3,9,,77.34,19104.51
5405,2025-02-10,1490,54,6,5,,173.24,
5406,2025-12-02,2238,20,15,5,622.91,77.87,
5407,2025-04-30,497,35,15,11,,49.75,60968.44
5408,2025-04-15,739,74,10,8,,216.6,226201.89
5409,2025-11-01,630,24,10,12,,,
5410,2025-11-17,1120,36,10,3,,153.19,
5411,2025-09-01,2612,42,7,3,1694.12,222.54,
5412,2025-06-01,2597,28,5,5,964.86,136.14,
5413,2025-04-25,1567,26,12,8,,,
5414,2025-02-07,941,37,3,4,822.77,92.24,
5416,2025-08-20,1712,64,13,1,,,338405.27
5417,,1341,30,1,4,,130.83,153751.42
5418,,2420,9,4,11,1048.58,,151035.79
5419,2025-01-28,1593,57,1,6,,6.63,
5420,2025-02-09,989,49,8,11,1152.52,,190930.55
5421,2025-10-31,1115,78,13,11,1763.53,,
5422,2025-02-06,2900,25,1,11,,135.44,
5423,2025-08-08,188,62,14,4,,9.6,
5424,,797,27,3,8,,279.98,
5426,2026-01-17,1656,2,10,2,,211.67,295283.22
5429,2025-05-05,1575,54,2,8,199.26,27.81,
5431,2025-03-18,1273,16,4,11,,186.29,
5432,2025-04-17,1950,47,11,3,,,
5434,2025-11-11,2228,20,2,10,,,
5435,2026-01-17,2705,27,11,11,,,
5436,2025-06-11,910,66,12,12,,81.61,67722.39
5438,2025-08-13,620,76,7,8,,,35530.43
5439,2025-02-09,565,33,4,4,,,
5440,2025-03-21,1697,62,15,4,894.53,146.53,
5441,2025-06-28,2507,64,11,11,,202.13,211957.53
5442,2025-03-23,2483,78,3,6,1148.04,112.91,
5443,2025-01-24,2778,24,8,12,,,17282.83
5445,,3798,14,9,12,,408.12,
5446,2025-10-19,1891,4,3,12,,99.34,48513.88
5447,2026-01-15,1923,17,13,5,,,
5448,2026-02-19,1035,4,11,9,,,58727.83
5449,2025-09-06,458,32,12,9,,128.58,
5450,2025-10-04,712,37,9,8,925.03,,175356.21
5452,2025-09-26,1487,37,1,6,,,
5453,2025-02-11,646,79,9,12,1485.08,296.69,
5455,2025-02-02,99,62,1,10,,,303035.29
5456,2025-11-14,533,1,9,11,685.11,,34109.19
5457,2025-08-22,2391,63,8,5,,,
5458,,2507,40,14,11,799.21,,157546.54
5459,,2452,30,7,6,,,34884.16
5460,,604,47,6,7,1650.68,,135708.92
5461,,1930,32,4,8,1618.69,,
5462,2025-06-04,1071,34,13,5,938.87,176.96,
5463,2025-12-10,288,31,6,1,,150.67,184057.49
5464,,1623,60,15,3,144.01,,
5465,2025-10-12,893,61,1,12,,79.99,
5466,,2169,24,7,7,0.0,60.74,
5467,2025-05-20,77,76,13,9,,50.72,
5468,2025-11-04,1554,26,5,2,1447.21,,221805.76
5469,2025-05-13,385,21,5,8,829.09,123.23,
5470,2025-12-05,1539,32,7,8,,137.78,
5471,2026-03-01,71,49,8,3,,217.89,
5472,2025-09-20,897,1,3,12,1319.77,67.86,
5473,2025-05-07,2918,26,9,8,,99.66,
5474,2025-07-30,269,34,3,10,,,84489.18
5475,2025-12-25,2668,58,3,9,712.96,127.9,
5476,2025-11-01,1939,11,4,1,,283.65,203442.36
5477,2025-06-26,2481,77,9,9,348.82,77.45,
5478,2025-06-23,2753,40,9,7,855.17,,
5479,2025-04-22,2463,30,6,10,,37.83,
5480,2025-07-19,2082,29,13,4,88.29,16.13,
5481,2025-09-12,881,27,13,8,,67.07,
5482,2025-09-12,1922,66,12,11,180.78,20.56,
5483,2025-10-09,2504,2,3,4,298.01,,11802.66
5484,2025-09-01,2667,72,8,8,,,
5485,2025-07-01,154,41,10,6,,,
5486,2026-01-09,1573,66,8,3,1983.37,281.49,
5487,,27,43,7,8,,186.14,
5488,2026-01-29,881,47,10,5,,245.61,
5489,2025-09-20,1979,36,14,8,418.64,,28205.23
5490,2025-12-09,393,24,5,7,,92.02,18156.79
5492,2025-11-10,258,58,15,3,,19.52,
5493,2025-11-19,2068,78,12,6,412.03,57.06,
5494,2025-02-21,2293,79,2,6,,300.94,73704.55
5496,2025-04-03,819,61,9,7,,,
5497,2025-05-20,74,78,9,1,0.0,119.06,
5498,2025-06-01,2336,17,1,7,1677.16,346.75,
5499,2026-02-15,255,32,7,7,1103.27,251.32,
5500,2025-08-26,1498,56,2,12,1862.43,,225555.76
5501,2025-04-22,2554,16,2,3,282.04,59.87,
5502,2025-04-05,1176,17,7,5,1448.14,,164660.51
5503,2025-07-29,2257,28,7,3,1869.54,,
5504,2025-06-27,2192,76,4,9,1203.65,,
5505,2025-04-05,23,57,7,1,567.59,80.25,
5506,2025-12-21,481,65,3,11,563.05,133.9,
5507,2025-04-14,901,77,8,3,,,
5508,2025-08-26,933,33,14,1,140.59,29.22,
5509,2026-01-23,787,69,11,1,693.47,,
5510,,2370,41,12,1,195.0,30.63,
5511,2025-06-14,2100,59,4,12,,105.35,
5512,2026-01-21,2010,48,5,4,,337.95,
5514,2025-01-22,1867,29,14,2,769.79,,
5515,2025-08-21,2022,60,9,11,211.67,,
5516,2025-09-24,244,35,7,2,1261.21,,
5517,2025-08-15,2933,63,5,11,364.89,83.36,
5518,2025-03-28,390,14,9,11,1867.27,175.38,
5519,,591,45,10,9,,108.88,35816.19
5520,2025-09-24,532,36,7,4,,,
5521,2025-04-14,2951,35,5,12,,125.51,
5522,2025-11-29,3665,23,12,6,,,199513.01
5523,2025-10-15,340,34,12,6,,,
5524,2025-02-18,339,55,5,5,859.81,,123448.5
5525,2026-02-16,2122,44,3,6,-438.87,32.09,
5526,2025-08-14,2790,56,2,9,,,129712.16
5527,,1412,53,11,10,1423.77,,56117.67
5528,2025-01-20,2908,40,15,7,953.27,170.41,
5529,2025-04-30,1557,33,3,1,1650.16,,226102.42
5530,2025-09-02,931,16,13,2,,206.47,168445.71
5532,2025-06-15,2878,7,12,1,,129.2,
5533,2025-12-14,2157,80,7,8,256.63,25.99,
5534,2025-07-18,2205,4,2,11,,,
5535,,2293,80,14,9,,,18962.81
5536,2025-06-25,2430,68,2,3,189.04,,
5537,2025-05-30,347,22,11,9,,,30336.18
5538,2025-04-05,1731,67,11,10,,179.44,
5539,2025-04-03,667,44,4,3,,,
5540,2025-05-12,2373,38,8,10,,272.47,
5542,2025-03-13,428,27,8,9,,,
5543,2026-01-27,1432,11,9,1,,162.69,276727.63
5544,2025-09-17,2736,27,6,9,,274.2,
5545,2025-07-14,95,51,9,7,,48.0,42348.93
5546,2025-05-27,1065,26,2,5,196.18,29.85,
5547,2025-02-28,944,53,8,8,,202.58,176289.26
5548,2025-06-17,2822,45,10,7,,241.3,
5550,2025-01-18,1236,13,14,12,616.57,,46007.45
5551,2025-04-28,2316,21,11,6,,65.91,
5552,2025-11-06,2884,39,14,9,1552.63,105.05,
5553,2026-01-28,2781,46,7,9,831.04,,115621.46
5554,2025-06-03,2518,28,15,6,,107.83,152241.09
5555,2025-04-07,1068,65,7,3,484.95,90.33,
5556,2025-10-07,736,9,8,8,991.03,,128657.95
5557,2026-01-22,1599,30,6,7,,,
5558,2025-01-09,2535,14,6,5,356.36,,
5559,,320,31,15,2,515.74,,
5560,2025-08-28,1420,5,3,5,1958.95,,
5561,2025-08-01,1288,56,5,2,352.58,30.16,
5562,2025-08-30,146,27,1,6,1385.66,344.53,
5563,2025-10-30,1272,2,4,3,,1741.39,
5564,2025-04-20,785,23,13,12,177.95,25.12,
5565,2025-03-11,717,59,14,12,,341.14,
5566,2025-03-17,2485,48,13,10,,,146670.38
5568,2025-09-11,1310,42,12,1,460.36,98.21,
5569,2025-12-04,1760,13,8,2,1297.73,114.7,
5570,2025-08-02,1929,80,11,11,,174.48,
5571,2025-05-21,1270,1,14,5,,72.15,
5572,,387,4,12,2,1998.28,348.69,240888.92
5573,2025-06-30,2017,2,9,9,,,
5574,2025-05-17,161,13,10,6,288.0,,
5575,2026-02-18,3837,21,6,3,,,277519.45
5576,2025-04-14,1125,43,1,5,,,111210.81
5577,2025-10-17,1834,56,9,8,,,
5578,2025-09-19,1825,57,2,1,,104.0,
5580,2025-06-16,1465,35,6,8,577.83,,
5581,2025-05-18,2403,23,1,10,942.01,144.05,
5582,2025-10-23,1747,34,2,9,,84.18,87535.57
5583,2025-01-10,2528,2,14,11,,12.18,
5584,,1615,76,8,10,,307.37,
5585,2025-08-07,2893,37,14,11,362.75,40.69,
5586,2025-09-22,922,45,3,1,96.76,,
5587,2025-11-12,1477,43,14,6,199.61,,8564.41
5588,2025-04-07,700,41,1,8,,,
5589,,600,68,12,1,374.72,,
5590,2025-09-26,340,64,5,12,,364.31,
5591,2025-03-04,1658,22,5,10,,135.42,79781.76
5592,2025-06-07,985,74,1,6,1009.21,,
5593,,15,32,1,6,,126.89,51832.2
5594,2025-10-20,1880,67,12,2,894.19,,92980.55
5595,2025-09-22,1935,39,3,4,,122.47,
5596,2026-04-02,2071,24,3,11,788.41,,
5597,2025-03-01,1915,16,13,9,1319.87,,
5598,2025-02-25,2086,4,4,6,,115.82,227247.21
5599,,624,15,10,1,1777.96,120.0,116904.39
5600,2025-03-12,2918,23,5,10,,,
5601,2025-01-18,1169,74,2,6,1919.52,241.5,
5602,2025-06-25,713,39,15,3,943.2,,
5603,2025-08-18,729,73,3,8,,153.49,
5604,2025-05-07,648,42,6,1,,275.52,107396.46
5605,2025-11-23,2468,54,3,6,,,191812.49
5606,2025-07-12,1708,57,5,7,,205.28,
5607,2025-06-30,2050,40,3,11,59.74,5.1,
5608,2025-05-28,106,9,15,5,,,
5609,2025-10-09,405,69,15,2,,155.83,
5611,2025-07-04,2402,74,13,2,,,37973.97
5612,2025-09-02,1934,66,10,12,607.15,,18773.56
5613,2025-05-27,518,40,8,10,,,
5614,2025-05-09,2402,43,9,4,482.17,79.31,
5615,,1683,57,9,3,0.0,,44374.53
5616,2025-11-29,2257,54,1,2,1015.08,161.77,
5617,2025-10-07,615,56,1,9,376.55,,
5619,2025-02-07,2624,59,7,10,838.56,,
5620,2026-01-02,63,72,5,4,1510.11,,
5621,2025-02-24,2542,23,13,2,1442.37,193.18,
5622,2025-01-22,1499,28,1,5,,178.28,
5623,2025-03-18,1698,58,5,10,,127.43,57725.55
5624,2025-08-30,89,62,14,7,,268.14,
5626,,705,6,6,11,1554.15,138.29,175881.0
5627,2025-07-14,1420,33,7,4,1614.68,,
5628,,2403,3,11,11,,269.38,
5629,2025-03-18,2158,4,15,5,893.8,170.07,
5630,2025-07-22,2887,24,9,9,1986.52,,157056.6
5631,2025-02-07,1023,63,5,3,1969.96,319.86,
5632,2025-10-23,2802,13,5,1,,,
5633,2025-06-01,324,59,4,2,,33.07,
5634,2025-01-17,2555,62,4,2,149.2,31.16,
5635,2025-11-16,771,28,15,6,,,
5636,2025-12-16,2938,70,11,7,,32.78,
5637,2025-05-03,1063,72,2,4,,,108237.36
5638,2025-02-05,1933,51,12,12,,,6993.56
5639,2025-05-27,2750,1,5,10,,,
5640,2025-03-11,1446,30,2,3,178.52,,6071.79
5641,2025-10-28,250,40,6,5,,,
5643,2025-12-01,3687,22,1,7,805.86,,159810.97
5644,2026-01-31,988,41,6,10,,302.5,25250.04
5645,2026-04-01,38,4,15,2,,,
5646,2025-12-16,2602,3,5,5,,,350115.39
5647,2025-03-10,429,76,1,10,528.61,,
5649,2025-08-01,1365,5,1,11,411.81,56.18,
5650,2025-01-24,2307,38,14,11,,,
5651,2025-10-13,934,7,4,4,,185.24,120502.31
5652,,1666,17,10,5,,151.9,
5653,2025-11-11,537,37,7,5,,232.43,74450.69
5654,2025-05-12,7,60,4,9,1419.76,,195390.84
5655,2025-12-22,2315,10,5,9,807.11,,21124.08
5656,2025-10-26,1642,53,11,11,,141.53,
5657,,1201,61,1,3,1054.65,150.22,
5658,2025-11-18,718,32,9,2,,,
5659,,2500,5,10,11,505.98,60.41,45659.25
5660,2025-04-15,2672,42,13,3,912.07,160.93,
5661,2025-01-02,2177,2,6,7,1075.21,258.17,
5662,2025-01-17,1169,7,14,7,,,
5663,2026-01-19,1307,35,1,7,146.51,14.33,
5664,2025-01-03,2426,25,1,6,1172.32,60.74,
5666,2025-08-21,2203,16,15,8,889.73,89.54,
5667,2025-11-18,1260,25,7,12,932.32,,
5668,2025-10-07,3564,78,7,6,,225.56,48123.85
5669,2025-10-01,1365,48,11,11,,,194848.89
5671,2025-05-07,421,32,1,10,597.73,,
5673,2026-01-01,934,46,2,3,1366.32,,
5674,2025-07-29,2111,37,12,12,,,
5675,2025-07-11,1445,26,10,7,1628.23,,
5676,2025-11-29,1796,5,1,3,1978.32,176.11,
5678,2025-05-11,2105,62,11,7,,48.16,
5679,2025-08-05,2295,36,11,8,158.53,,
5680,,2720,75,14,2,373.71,,
5681,2025-04-28,1375,77,1,6,1725.81,,
5682,2025-07-27,2707,79,7,1,390.77,,40423.27
5684,2026-06-01,479,26,11,7,,183.12,
5685,2025-06-17,1793,71,8,2,1779.5,376.01,
5686,2025-05-24,2243,28,12,1,,,
5687,2025-04-09,1650,63,2,1,,,
5689,2025-08-09,413,23,10,9,,,
5690,2025-06-17,2935,60,10,7,716.62,155.04,
5691,2025-08-09,1833,40,6,8,,,
5692,2025-07-18,950,68,15,9,,,
5693,2025-04-19,414,7,6,7,,255.75,
5694,2025-10-16,2896,21,1,11,,,57062.48
5695,2025-07-28,2826,28,3,3,1107.05,228.24,
5696,2025-01-26,1024,2,15,6,,96.75,
5697,,2415,79,9,3,,,243143.0
5698,2025-12-03,1838,34,9,11,,,58632.4
5699,2025-07-28,2433,56,9,4,,49.39,29859.68
5700,2025-04-08,128,10,13,8,396.05,57.19,
5701,2026-01-29,1439,23,9,1,,,
5702,2025-05-17,451,25,12,8,1147.06,109.16,
5703,2025-05-14,2498,75,7,7,,354.24,217380.45
5704,,2260,30,10,1,,64.41,89218.57
5705,2025-05-01,700,37,13,12,,83.25,
5706,2025-12-07,1319,35,12,12,,149.36,227220.95
5707,2025-05-04,701,54,2,2,308.1,,43647.17
5708,,1011,23,5,4,,143.96,245315.17
5709,2025-04-08,3695,36,8,5,,99.84,
5710,,746,19,7,6,1791.91,,
5712,2025-09-14,1643,44,6,8,,28.71,
5713,2025-09-23,1860,21,5,8,735.06,114.38,
