id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
3914,2025-03-02,1634,47,5,2,1071.76,197.72,152224.6
3920,2025-12-24,1246,3,14,1,274.51,54.22,50014.68
3945,2025-09-27,65,36,2,2,640.76,90.56,55280.63
3974,2026-02-05,1047,51,2,5,197.39,14.92,16016.17
3986,2025-04-03,2669,55,8,8,1580.52,220.67,262066.05
4011,2025-09-24,2397,36,5,6,0.0,91.15,48848.46
4017,2026-02-17,132,17,11,2,606.64,105.59,22704.69
4035,2025-05-16,504,43,4,6,643.09,98.94,34605.23
4041,2025-05-09,1691,42,9,5,164.65,32.93,7513.31
4042,2025-01-25,116,30,2,6,495.44,33.71,15035.52
4049,2025-10-01,2775,47,1,2,560.14,86.84,57233.59
4055,2026-01-06,1579,16,15,3,895.06,212.09,72917.63
4057,2026-01-07,2413,70,6,2,294.61,38.46,43710.54
4072,2025-03-10,2401,34,15,3,1569.07,311.07,167177.84
4074,2025-01-15,1185,32,5,12,1718.75,97.5,157592.56
4084,2025-06-25,555,71,15,6,176.53,35.35,33990.03
4096,2025-02-07,1983,33,11,10,301.02,38.02,47995.23
4097,2025-08-05,1474,5,9,8,1757.08,209.16,59474.81
4102,2025-03-25,1797,71,1,9,1765.19,91.92,213878.48
4105,2025-08-28,1268,6,12,1,1279.27,256.65,125527.31
4108,2025-01-31,1462,22,5,6,928.3,159.4,75160.11
4111,2025-07-28,2563,28,5,3,1117.81,106.15,50461.68
4117,2025-07-02,930,61,7,7,263.43,18.89,45751.81
4123,2025-04-26,9,34,15,1,951.86,67.51,105297.07
4136,2025-07-28,1613,47,2,12,1487.88,81.13,156389.18
4145,2025-05-03,1120,26,4,11,1143.92,100.35,25168.02
4159,2025-02-22,2383,51,8,6,1005.35,136.63,99119.33
4166,2025-11-30,211,55,3,8,1888.4,148.25,253397.57
4177,2025-09-28,2872,53,11,12,750.97,171.46,28036.76
4185,2025-09-17,2375,52,6,8,175.18,17.99,31775.18
4186,2025-10-29,1774,58,11,4,1278.3,187.36,249047.15
4187,2026-02-20,2645,14,5,1,1065.31,59.34,116453.4
4217,2025-08-09,3758,10,4,12,133.63,18.88,21479.3
4220,2025-11-02,1215,44,12,9,407.26,25.46,72297.33
4225,2025-07-25,1530,65,6,6,1486.25,301.26,266496.34
4228,2025-08-30,1951,34,5,10,596.92,44.48,37763.29
4229,2026-02-12,590,69,4,11,907.59,72.63,136975.77
4256,2025-04-08,2826,45,9,7,1703.24,131.12,107227.73
4263,2025-07-21,2940,53,4,1,524.11,34.2,72793.96
4280,2026-02-19,2755,15,9,1,1765.33,304.83,175877.04
4310,2025-03-12,614,78,9,7,295.87,46.29,12957.79
4317,2025-08-05,2005,54,8,1,1399.7,93.14,56842.69
4332,2025-09-01,709,64,1,10,1776.2,384.49,57193.1
4338,2025-12-02,1871,11,4,12,610.98,122.82,50339.63
4342,2025-12-30,1599,24,6,2,631.28,75.46,72835.27
4346,2025-08-13,2203,9,2,2,1672.26,145.56,165478.37
4362,2026-02-14,157,78,2,2,274.6,53.82,15261.77
4365,2025-04-26,2739,13,5,2,1476.49,75.04,201118.81
4374,2025-02-16,1911,41,8,9,554.22,31.63,31503.85
4386,2025-09-09,1323,37,13,9,372.73,88.49,26863.14
4389,2025-07-19,1033,13,8,4,1596.65,294.31,130394.98
4394,2025-03-17,1048,28,1,11,562.6,106.94,49941.47
4399,2026-02-13,1118,2,9,6,430.5,31.37,45505.28
4413,2025-09-08,2393,67,9,7,604.51,120.84,81347.76
4424,2025-04-20,380,42,9,10,1235.13,109.64,54218.07
4440,2025-06-23,2349,43,8,3,655.51,159.17,107909.53
4452,2025-11-15,1648,69,8,11,1485.14,229.34,90964.67
4457,2025-01-29,1100,38,5,2,1748.37,127.14,327179.51
4474,2025-03-04,2243,67,6,3,750.23,70.46,21250.48
4481,2025-07-23,1621,9,12,5,546.59,127.19,95685.49
4485,2025-06-12,1529,16,15,4,420.55,97.03,15837.47
4493,2025-06-22,838,8,11,8,1343.28,242.22,79656.54
4497,2026-02-12,2776,46,6,6,111.2,17.9,17660.33
4501,2025-09-08,2970,63,3,3,1765.82,350.71,131896.44
4502,2025-10-06,2478,73,6,4,310.54,62.25,27593.79
4504,2026-01-28,822,3,5,4,218.21,40.57,13454.58
4513,2025-04-15,711,50,2,1,69.09,9.93,1781.48
4516,2025-07-02,2550,63,2,8,680.99,97.55,36020.16
4560,2025-07-19,3772,55,7,6,860.52,138.58,150961.59
4568,2025-01-21,1849,32,13,6,1333.93,165.42,262575.37
4569,2025-11-03,2222,75,5,11,1293.32,200.67,97831.18
4575,2025-12-01,1691,73,11,5,1112.72,230.77,174651.88
4581,2025-11-27,1996,30,13,3,110.67,9.55,6399.19
4607,2025-07-20,538,12,10,11,1070.69,219.09,37418.48
4620,2025-04-23,274,40,5,12,232.84,12.8,23057.32
4625,2025-01-13,2226,46,7,10,228.04,31.38,33407.47
4627,2025-06-05,2208,36,5,4,895.03,104.06,41620.25
4654,2025-06-13,1598,19,4,7,646.31,85.22,108628.84
4664,2025-07-27,578,56,7,2,1045.43,203.45,161648.11
4670,2025-01-08,2847,27,2,10,451.33,89.29,59808.17
4703,2025-01-18,89,69,15,10,1653.49,178.22,286372.63
4711,2025-07-11,438,36,6,9,820.74,87.33,141608.12
4714,2025-05-14,2575,5,5,6,1841.29,241.37,196202.33
4715,2025-07-16,1831,15,5,9,338.2,21.54,63303.14
4731,2026-01-14,2338,80,11,6,828.07,206.4,78217.76
4737,2025-03-21,382,63,12,11,360.74,69.1,9554.15
4739,2025-08-03,2683,61,15,12,1147.56,267.13,189321.76
4741,2025-05-17,106,8,7,3,1425.87,253.07,206780.88
4744,2026-02-05,1547,27,12,6,1416.65,116.41,139090.71
4751,2025-10-07,1495,45,13,2,1250.76,286.72,50199.98
4766,2025-10-11,423,43,15,12,1340.48,144.67,74036.57
4788,2026-01-10,1980,43,8,6,327.85,65.22,13081.23
4789,2025-04-23,784,55,8,4,1459.64,128.13,49174.92
4792,2025-11-23,2488,48,15,3,1004.93,118.39,55087.94
4794,2026-02-19,1743,58,10,1,1908.57,156.88,62352.47
4795,2025-03-27,2264,1,11,5,434.91,86.97,84670.06
4808,2025-11-06,803,2,10,4,863.99,115.37,86656.25
4809,2025-12-17,2884,71,11,11,1941.41,181.69,180574.06
4815,2025-03-07,1892,4,8,10,706.93,168.16,35279.73
4828,2025-03-23,1841,46,2,4,260.5,53.04,9660.3
4840,2025-06-09,1971,80,14,4,1952.33,184.27,194653.8
4843,2025-09-29,1339,15,9,9,733.98,64.24,65329.87
4850,2025-07-17,482,9,1,7,1464.89,173.38,200070.49
4873,2026-01-12,1987,32,6,10,752.44,38.98,52485.24
4882,2025-02-08,1771,13,7,7,163.9,36.13,21008.78
4889,2025-11-10,2805,80,9,2,1026.52,155.17,66073.89
4892,2026-02-14,2868,74,10,5,1546.37,176.95,176768.66
4894,2025-10-27,1531,52,2,6,205.05,35.24,6577.21
4909,2026-01-08,2747,67,13,9,411.72,67.37,73299.25
4922,2026-01-25,2634,15,4,5,1131.47,168.73,211941.75
4930,2025-12-19,532,21,1,9,355.6,52.23,64256.49
4935,2025-09-28,1911,30,6,5,600.51,76.08,52526.81
4938,2025-07-05,2461,28,12,1,1268.08,192.51,226151.87
4946,2025-01-10,1660,76,2,4,559.91,88.71,95344.99
4953,2026-11-02,2560,45,6,10,345.79,66.3,43500.39
4966,2025-04-19,1114,12,4,1,899.89,83.88,142753.97
4970,2025-02-16,640,11,3,3,964.7,101.07,78824.59
4973,2025-07-14,1522,57,2,2,1260.19,215.97,104989.53
4974,2025-09-15,2851,51,5,11,1345.42,273.31,73654.63
4975,2025-06-05,525,60,10,8,481.16,70.1,37262.12
4982,2026-01-15,895,18,11,5,1226.81,237.09,79171.16
4983,2025-01-06,1237,53,4,7,1393.13,91.69,96411.08
4995,2025-11-17,967,61,13,1,1881.52,467.52,359121.9
4996,2025-01-03,1628,64,5,2,1512.26,232.56,93581.51
5015,2025-08-04,571,32,8,4,1359.67,86.04,204953.98
5024,2025-08-12,1418,51,11,7,1000.97,131.66,191163.46
5029,2025-04-28,877,9,15,11,668.95,139.73,81672.78
5030,2025-01-24,2151,29,1,9,1938.43,306.85,271825.4
5032,2026-02-17,2906,6,9,6,1948.43,165.95,142653.21
5041,2025-03-23,397,66,10,5,1795.95,125.14,219413.86
5043,2025-08-25,952,20,13,6,189.61,21.64,13520.98
5050,2025-08-22,431,66,2,11,79.91,9.97,10916.37
5090,2025-11-12,2382,13,12,1,936.76,53.79,44249.56
5100,2025-08-25,2839,18,15,7,240.86,43.07,35967.44
5118,2025-11-30,2440,29,10,10,306.35,63.85,17212.98
5119,2025-04-07,2285,36,2,12,1961.96,457.04,165278.94
5123,2025-05-06,365,59,14,9,1037.31,229.46,23438.14
5132,2025-07-22,1031,16,10,12,557.9,92.49,82394.97
5135,2026-01-23,339,74,7,2,624.57,120.25,46703.63
5137,2025-09-03,1651,23,6,7,1436.77,127.3,29498.77
5141,2025-12-10,1294,72,11,10,1569.44,368.37,207627.95
5142,2025-05-26,1862,58,15,1,109.79,22.55,16446.27
5143,2025-08-12,1757,33,8,5,890.16,74.63,39962.4
5159,2025-09-24,1708,8,4,10,1421.76,249.94,279042.97
5180,2025-04-05,2902,73,2,10,868.74,154.98,82188.72
5186,2025-05-05,2057,1,4,7,1989.68,284.39,91146.83
5194,2025-09-15,3804,10,7,8,701.89,123.52,136334.84
5200,2025-04-20,1217,3,1,1,437.49,23.27,55744.43
5212,2025-12-04,679,70,3,2,968.77,88.18,82424.2
5214,2025-04-28,1992,35,1,5,115.13,15.01,15728.26
5229,2025-10-08,705,52,3,8,195.28,31.08,9345.22
5234,2025-07-01,2736,59,8,11,370.32,86.4,46025.46
5238,2025-01-08,1055,11,14,10,1256.42,165.42,169036.96
5242,2025-09-28,290,47,7,5,511.28,86.21,25730.85
5250,2025-07-28,2378,48,13,2,442.18,103.97,63657.0
5256,2025-12-07,1138,52,4,8,985.01,228.12,43884.51
5264,2025-05-24,1773,49,12,9,121.2,24.38,12316.55
5267,2025-03-01,1502,31,10,9,222.15,42.23,41355.33
5272,2025-10-28,183,65,9,4,1345.08,231.44,266801.6
5278,2026-09-02,1380,65,3,4,378.15,57.42,70980.5
5294,2025-02-03,2847,13,15,6,392.8,30.95,73087.12
5298,2025-06-13,2845,64,14,7,1180.94,78.23,196979.36
5302,2025-04-01,3521,5,1,7,427.96,38.32,51551.06
5309,2025-04-23,1166,60,1,6,312.17,29.44,24895.74
5314,2025-06-26,2450,49,11,3,706.82,90.61,52421.46
5316,2025-03-20,1142,56,5,8,0.0,73.2,188719.2
5318,2025-12-16,2556,15,1,5,828.48,197.54,96613.09
5328,2025-10-21,1361,80,7,7,1375.51,284.33,83623.39
5349,2025-07-11,495,18,5,8,-1126.78,111.34,211600.6
5351,2025-04-22,726,24,14,10,1546.93,115.46,269453.1
5352,2026-01-09,1760,63,1,5,351.54,36.82,57204.73
5360,2025-05-15,1005,12,6,8,711.51,123.79,58643.51
5362,2026-01-10,2510,23,14,11,821.6,115.57,147858.89
5367,2025-07-03,965,80,8,12,868.0,94.76,39320.47
5370,2025-11-23,3692,53,10,1,479.96,117.18,49300.86
5373,2025-01-27,1498,67,10,6,480.47,65.62,35733.94
5374,2025-06-20,457,7,1,12,131.93,6.93,21974.43
5389,2025-04-07,2761,37,1,10,1307.86,325.51,141702.2
5397,2025-10-27,2570,3,12,9,1979.29,441.77,41099.63
5415,2025-11-01,715,12,4,6,241.6,26.66,33886.0
5425,2025-07-19,2714,61,3,3,617.85,154.34,108003.39
5427,2025-06-22,2608,64,8,7,1223.23,151.95,233552.98
5428,2025-06-05,217,15,11,3,493.72,62.59,43678.77
5430,2025-11-03,234,51,2,8,1694.07,391.05,231212.35
5433,2025-03-26,221,18,12,4,1003.33,191.05,78068.88
5437,2025-06-23,1029,2,3,6,322.55,17.26,24248.71
5444,2025-05-08,372,76,11,12,1577.17,191.22,66050.76
5451,2025-05-03,2728,69,11,6,1846.31,270.53,100057.03
5454,2025-02-16,2814,63,8,7,297.21,25.49,41281.42
5491,2025-09-02,2198,8,1,2,476.67,72.74,40550.98
5495,2025-10-07,2303,10,1,11,104.69,18.34,3544.93
5513,2025-12-18,1793,22,7,2,1744.42,181.3,159296.71
5531,2025-04-10,2478,76,2,9,811.36,158.17,59904.64
5541,2025-03-30,2569,76,12,9,94.35,17.65,16552.28
5549,2025-10-31,2090,67,14,4,956.12,143.35,146635.88
5567,2025-10-29,2474,13,8,2,755.4,104.55,59475.28
5579,2025-10-16,208,70,11,10,1391.76,334.79,257068.0
5610,2025-05-26,2142,57,3,4,1266.33,142.84,169664.95
5618,2025-05-13,611,15,13,5,839.44,101.08,31686.15
5625,2025-01-25,1796,13,4,5,844.1,71.9,67457.0
5642,2026-02-13,1291,78,9,5,291.37,42.46,52289.5
5648,2025-09-09,1664,119,4,2,1456.16,275.35,38263.91
5665,2025-05-28,2369,2,10,12,1526.28,91.35,35685.26
5670,2026-01-15,3603,41,6,2,1911.81,387.13,163649.66
5672,2025-01-14,466,44,11,11,54.47,6.4,7118.19
5677,2025-06-15,778,69,8,8,380.42,42.7,74677.15
5683,2026-01-19,2121,36,15,11,1765.6,137.86,80379.65
5688,2026-06-02,323,17,8,6,1460.24,264.26,125798.48
5711,2025-12-04,813,39,10,3,1218.6,235.95,227076.63
5714,2025-01-28,1849,40,4,7,214.69,24.71,23856.32
5715,2026-03-01,1802,115,9,8,1700.45,223.96,280936.41
5726,2025-02-10,2267,63,14,11,-519.05,70.03,97334.6
5744,2025-12-31,2484,49,4,1,1327.74,185.78,79275.06
5751,2025-11-22,2581,18,11,2,710.78,74.89,130931.48
5757,2025-02-25,2285,33,8,9,1783.83,354.77,221423.14
5758,2025-07-10,2661,8,13,8,844.21,145.7,105864.39
5769,2025-05-18,2704,32,5,9,1694.3,113.69,154737.14
5771,2025-10-29,1041,54,15,9,1395.76,151.31,113746.22
5784,2025-08-27,2794,34,3,2,-934.33,165.06,149727.76
5788,2025-12-10,621,45,11,8,339.95,28.68,37815.45
5792,2025-07-27,1492,65,13,3,0.0,110.03,257939.36
5795,2025-02-23,1108,66,5,1,990.82,208.93,133852.3
5800,2025-07-06,573,53,6,3,738.18,84.74,83686.1
5808,2025-08-13,1314,59,4,2,430.4,41.3,31360.99
5813,2025-11-09,2906,8,4,5,798.44,91.05,35271.84
5830,2026-01-30,2269,34,14,5,1668.47,133.72,96643.29
5831,2025-07-19,2050,17,13,5,1306.75,296.39,34961.38
5835,2026-01-30,2733,54,8,10,469.6,40.26,59183.88
5844,2025-01-14,1109,36,3,2,942.44,211.55,188139.71
5846,2025-03-30,1377,47,15,2,750.25,113.42,66297.97
5858,2025-10-11,2667,21,6,1,990.57,173.92,168800.99
5859,2025-12-07,287,57,8,1,988.71,190.51,113470.78
5869,2025-12-23,2571,62,7,4,1802.92,247.11,306307.04
5873,2025-01-24,418,37,6,5,981.96,186.42,47259.92
5875,2025-11-09,427,2,5,2,50.16,3.99,8490.62
5876,2025-06-25,854,71,15,12,323.07,57.43,63110.51
5879,2025-09-07,1577,69,7,3,1491.74,299.97,112183.64
5894,2025-08-14,603,42,14,2,669.94,90.52,41560.55
5900,2025-12-23,1993,8,15,5,330.81,39.03,38370.72
5904,2025-02-12,1862,48,10,8,752.16,104.11,45081.1
5908,2025-06-01,2714,26,4,4,1278.24,313.44,237492.97
5913,2025-01-08,2217,27,3,3,995.99,119.43,176264.63
5914,2025-05-22,1974,41,5,4,1881.15,281.33,260037.61
5919,2025-07-11,446,24,11,5,899.06,96.44,156591.97
5923,2025-03-14,2418,50,9,12,928.17,213.79,101773.19
5941,2025-03-01,1834,76,7,1,944.01,111.81,152164.62
5952,2025-05-18,2888,10,4,2,758.5,44.67,29533.4
5955,2025-08-15,1895,26,3,10,899.8,207.79,154450.57
5956,2025-07-06,2223,71,12,7,1896.14,361.09,308842.3
5958,2025-01-03,2367,37,10,11,313.16,73.39,13787.87
5962,2025-09-03,626,77,4,10,786.79,144.97,91337.03
5964,2026-02-14,3509,72,12,4,682.78,125.98,95938.99
5968,2025-03-18,1628,35,11,5,1534.32,311.76,258383.32
5974,2025-09-11,270,31,5,4,1946.21,259.51,337091.89
5988,2026-01-24,2051,9,15,12,1822.08,434.01,126658.05
6014,2025-09-08,589,31,6,2,1408.31,164.94,241828.44
6018,2025-01-08,56,9,5,2,1108.46,219.34,87707.12
6022,2025-07-10,1384,23,8,9,965.94,228.4,67816.84
6026,2025-11-06,654,1,5,3,1971.64,477.01,166339.39
6048,2025-01-02,714,55,6,8,344.07,36.88,17051.31
6054,2025-11-02,1984,14,6,4,845.12,150.0,146028.9
6064,2025-01-18,1089,51,7,4,948.18,160.17,118222.6
6092,2025-04-20,65,62,4,6,305.61,49.17,9702.07
6093,2025-04-24,413,48,8,10,1524.94,102.8,244983.25
6101,2025-09-28,1845,49,6,3,64.38,5.76,9707.94
6114,2025-02-03,205,52,4,5,1940.23,160.77,369459.7
6119,2025-07-21,1958,45,4,9,1973.94,492.27,390696.93
6132,2025-04-23,493,60,9,7,351.72,47.55,30918.26
6137,2025-04-07,848,38,2,11,1137.21,157.61,26306.88
6138,2025-01-16,1804,28,1,5,1586.02,110.71,117977.79
6143,2026-01-21,1201,68,11,4,974.21,241.24,40396.47
6145,2025-12-12,2449,33,1,9,0.0,118.36,68149.88
6151,2025-07-03,2847,36,9,3,917.54,77.64,44879.79
6157,2025-02-28,1206,6,15,8,1613.49,389.25,59000.16
6166,2025-02-06,485,7,10,1,1169.3,190.88,74286.68
6170,2025-12-21,291,30,5,6,483.41,74.36,53193.78
6188,2025-02-25,2124,21,1,7,70.01,13.1,12238.04
6191,2026-06-02,2357,43,13,10,289.63,44.5,17482.83
6193,2025-09-30,1410,28,15,3,697.15,52.01,94625.61
6202,2025-08-23,402,24,11,7,1008.74,84.18,135516.19
6203,2025-01-21,387,31,12,11,1083.95,192.8,50879.03
6237,2025-11-26,162,33,1,1,919.13,146.06,178240.39
6239,2026-09-01,546,54,9,6,486.89,36.22,79928.78
6246,2025-07-09,2090,8,7,5,528.22,39.1,79938.92
6263,2025-12-11,1588,78,11,8,1565.79,217.66,175686.94
6280,2025-12-29,1880,73,14,7,1268.1,212.41,158199.3
6289,2025-02-14,301,20,11,10,981.6,201.1,56218.47
6301,2025-07-09,1360,67,6,9,382.94,46.19,49569.52
6302,2026-01-29,879,71,3,9,1059.58,141.31,37308.58
6326,2025-09-25,1421,50,5,3,570.32,138.37,57740.06
6327,2025-03-27,317,59,13,4,859.38,165.19,85421.43
6333,2025-07-04,1337,52,6,9,0.0,159.81,183123.37
6337,2025-11-16,450,58,9,1,396.94,90.5,16801.82
6340,2025-08-21,687,74,4,3,840.97,190.38,134045.58
6342,2025-07-18,1114,38,1,4,235.19,26.85,13479.1
6356,2025-03-06,1690,27,10,8,76.34,7.8,14590.72
6359,2025-11-05,448,76,14,3,493.34,119.16,34279.33
6385,2025-08-04,468,32,2,9,1737.71,396.33,297846.88
6390,2025-08-25,1709,4,15,11,158.7,27.23,26954.72
6395,2025-06-27,846,38,1,12,331.42,75.29,61610.71
6404,2025-07-17,2405,25,7,4,1288.14,231.69,167473.83
6411,2025-09-09,1702,34,7,9,769.37,141.61,32368.33
6416,2025-08-29,502,50,15,1,1570.31,261.8,303466.24
6418,2025-03-11,390,43,2,12,321.61,22.56,54344.74
6425,2026-01-17,2431,29,10,6,1473.13,197.75,194307.99
6434,2025-06-01,1292,4,5,7,1204.99,284.37,89673.04
6441,2025-01-20,21,74,13,11,1127.08,276.34,169977.5
6442,2025-05-22,1248,3,13,7,747.53,41.99,44299.12
6486,2025-10-03,1870,28,8,3,154.19,35.78,23535.28
6487,2025-11-24,1886,54,14,9,79.49,15.22,3596.56
6492,2025-09-29,768,27,8,3,909.45,84.3,122532.52
6495,2025-11-14,621,75,2,12,1145.67,150.67,97533.68
6505,2025-10-04,800,71,5,11,1459.17,217.99,290563.06
6514,2026-01-01,2794,1,6,9,781.55,78.38,120599.77
6538,2025-07-24,1891,18,12,8,541.12,42.19,95112.24
6541,2026-02-20,1961,6,1,8,1909.71,441.22,332981.66
6546,2025-03-20,298,47,13,4,780.15,171.0,34699.84
6552,2026-02-02,2421,1,12,2,1899.78,345.03,155367.74
6561,2025-03-02,765,62,7,5,1314.35,116.23,46881.63
6566,2025-01-28,2010,64,2,9,1994.4,462.19,391198.8
6593,2025-07-11,2580,7,9,11,804.19,137.99,64871.76
6601,2025-09-14,2444,1,12,12,1420.37,188.55,190244.79
6617,2025-07-02,772,59,3,6,1223.07,103.28,97805.18
6659,2025-01-30,1876,68,1,10,652.78,150.59,105590.03
6662,2025-11-08,572,33,5,12,415.9,32.69,60287.5
6665,2025-04-24,148,52,10,6,926.97,171.5,121041.85
6685,2026-01-20,1670,59,3,12,517.9,58.72,19116.68
6691,2025-07-26,1715,69,12,5,549.89,77.31,76697.01
6701,2025-04-20,177,38,8,6,1050.79,159.25,133363.73
6702,2025-11-27,2292,51,13,1,518.49,33.69,48343.22
6720,2026-01-30,1691,42,14,9,1198.24,258.35,79168.57
6729,2026-01-05,1833,73,13,12,1034.11,178.99,118541.57
6766,2025-11-03,3517,29,11,6,1418.64,215.88,197240.45
6768,2025-05-29,1619,12,14,10,1594.19,137.76,311377.35
6772,2025-11-10,2452,52,15,9,1362.86,87.88,152002.94
6777,2025-08-15,2998,65,13,5,1058.56,221.66,95166.92
6787,2025-01-01,1611,63,15,8,266.17,20.15,7982.96
6788,2025-11-19,1698,75,15,3,1848.06,279.33,62961.6
6811,2025-04-30,1920,64,7,4,184.57,19.39,21397.95
6815,2025-06-29,1382,54,11,1,1631.08,332.86,265517.59
6816,2025-04-20,362,66,8,3,1574.32,109.01,77955.57
6843,2025-08-15,394,49,15,6,286.45,43.84,17017.14
6849,2025-06-13,448,35,2,1,545.45,27.83,38924.1
6851,2025-10-20,2542,11,11,12,1160.15,170.1,28955.01
6866,2025-12-06,1768,68,6,3,114.2,27.03,8800.07
6867,2025-05-06,299,14,6,5,1372.72,232.63,255952.01
6876,2025-04-22,654,37,10,9,353.02,64.04,40720.01
6888,2025-06-05,2152,65,12,10,227.64,14.43,27553.58
6891,2025-06-03,2637,68,6,6,1070.14,218.53,76210.68
6894,2025-07-30,2273,64,11,4,563.23,118.55,69221.02
6905,2025-11-14,555,30,4,11,1090.64,81.61,81619.1
6914,2025-06-13,2726,26,15,12,1005.9,157.68,143935.99
6915,2025-07-15,6,54,10,3,320.2,64.03,33943.12
6947,2025-05-14,1618,10,5,5,1034.37,183.44,101957.05
6949,2025-08-20,696,114,5,8,1359.71,317.61,140003.07
6959,2025-12-11,1002,10,3,3,144.12,20.97,17997.22
6962,2025-12-21,2082,39,14,8,1240.6,250.11,172069.57
6964,2025-05-10,1941,46,10,11,1707.93,188.36,282035.96
6974,2025-12-03,698,37,11,10,132.11,17.81,24600.02
6988,2025-07-02,2405,57,9,8,1335.48,158.97,105792.53
6989,2025-10-12,2489,16,3,4,1245.28,279.09,69277.7
6994,2025-05-13,2814,45,1,7,1173.0,76.26,219686.54
7006,2025-08-20,1844,11,1,5,385.96,82.52,30355.28
7047,2025-11-22,1692,18,6,6,1133.32,68.24,186876.75
7052,2025-11-24,1593,77,15,9,1056.74,214.9,142183.19
7067,2025-05-09,2278,67,10,7,996.09,75.93,101325.26
7081,2025-01-02,368,55,10,1,1197.77,146.98,50471.5
7094,2025-02-03,1204,29,5,10,1230.6,296.51,215018.93
7101,2026-01-13,2660,22,8,7,1728.65,424.6,237651.27
7119,2025-08-10,494,1,1,6,997.6,140.71,39877.42
7120,2025-05-07,1322,78,15,5,379.28,65.94,60473.77
7122,2025-08-01,1833,29,15,2,1244.4,212.81,153564.35
7128,2025-12-08,2846,56,6,5,1459.15,222.25,234054.28
7129,2025-03-31,2010,79,13,4,451.41,37.33,88944.64
7139,2025-03-04,2784,15,10,2,1023.53,162.13,117250.99
7149,2025-09-25,1099,46,7,2,474.44,117.98,37481.53
7166,2025-07-21,2388,45,4,11,1357.24,253.76,264355.77
7173,2026-01-19,1112,68,12,3,652.0,83.73,68002.35
7177,2025-02-07,982,23,9,11,1570.56,255.96,116351.92
7178,2026-02-13,1304,35,14,12,109.67,13.77,2462.84
7179,2025-06-06,489,31,3,6,763.47,43.78,114523.59
7202,2026-11-01,2764,45,6,2,970.88,221.08,149718.0
7210,2025-11-11,534,26,15,10,620.27,52.92,99116.65
7237,2025-05-05,382,16,1,8,580.25,70.4,91562.42
7246,2025-05-24,184,58,5,2,712.6,85.15,74632.08
7258,2025-02-05,1063,10,4,6,1786.44,283.89,96533.94
7264,2025-01-06,1995,25,8,3,776.95,178.21,96061.25
7266,2025-08-26,1553,5,1,11,989.21,114.44,188764.73
7282,2025-06-21,2576,53,2,5,355.64,27.97,35390.77
7288,2025-05-04,2907,63,1,7,1215.92,238.18,103405.56
7313,2026-02-16,2323,28,3,4,208.89,12.83,5596.74
7315,2025-09-06,1241,10,9,3,688.0,133.12,39650.1
7324,2026-02-13,2583,70,12,12,1727.25,313.48,163749.33
7331,2026-01-29,124,19,12,4,0.0,27.23,48649.46
7362,2026-01-05,2632,40,1,7,349.99,25.52,33400.64
7363,2025-10-03,2185,52,10,9,1024.37,172.4,137558.75
7371,2025-08-30,1819,27,6,12,692.67,109.7,126905.28
7379,2026-02-05,944,49,15,12,470.41,102.07,66697.11
7388,2025-12-03,475,73,9,2,106.13,13.6,5547.73
7392,2025-05-18,663,44,2,6,1373.43,100.69,239094.84
7415,2025-01-23,1131,41,5,12,880.79,105.39,150956.37
7431,2025-07-30,1930,45,5,9,384.54,61.04,70618.29
7434,2025-12-26,1178,77,15,8,609.2,143.76,19014.29
7482,2026-01-13,2881,68,2,5,223.94,52.9,4792.64
7484,2025-08-29,728,46,8,2,60.64,10.57,11905.09
7488,2025-06-27,828,19,6,12,1585.24,96.6,98141.6
7506,2025-09-05,2223,42,14,11,745.47,168.08,33556.7
7510,2026-01-21,1501,31,13,1,1521.79,251.19,91014.58
7520,2026-02-19,1261,35,14,3,1794.42,373.24,261100.86
7521,2025-10-02,1541,68,8,1,1990.33,406.28,367819.29
7525,2025-12-23,800,34,2,6,388.31,83.9,13031.14
7529,2025-04-27,1493,53,12,3,-1757.68,405.09,47497.09
7531,2025-01-31,2053,22,9,12,863.95,45.4,57594.48
7535,2025-02-21,3798,51,6,7,95.36,16.48,15406.46
7537,2026-01-07,1142,73,15,1,673.87,162.82,63212.12
7541,2025-03-05,2937,61,11,3,-915.28,58.29,64910.6
7557,2025-04-08,1767,25,6,3,854.01,73.88,106881.68
7558,2025-10-14,2895,68,12,10,715.84,68.54,76807.55
7572,2025-05-09,218,39,7,2,962.44,122.19,51836.52
7573,2025-06-15,243,56,15,3,974.92,133.21,85994.23
7593,2025-12-31,1482,56,15,8,1865.87,278.06,108047.0
7604,2025-12-24,1067,60,10,9,701.13,50.28,96868.94
7615,2025-11-08,2879,14,3,4,240.19,23.47,35056.18
7622,2025-06-12,1073,14,13,3,1116.84,208.2,176938.46
7632,2025-02-18,932,4,7,1,524.28,128.11,66024.03
7638,2025-05-20,791,58,11,8,409.41,27.87,38128.36
7651,2025-12-28,1169,47,15,10,541.26,123.35,69580.43
7657,2025-11-01,1325,69,14,11,476.4,83.38,22595.12
7665,2025-10-03,837,75,12,1,638.87,125.34,65549.07
7666,2025-04-03,952,65,14,6,1098.39,232.16,219170.47
7667,2025-05-21,2925,36,2,3,1704.77,326.48,124814.59
7691,2025-02-08,2069,66,14,7,267.75,48.02,37782.38
7711,2025-12-27,618,55,15,3,1504.66,319.83,67963.75
7737,2025-02-08,1180,15,11,11,1997.64,224.22,95760.24
